input_text,target_text
English: winedrunken | German: weintrunken,wīndruncen
English: list | German: List | Dutch: list | Swedish: list,list
English: garfish | German: Ger | Dutch: geer | Swedish: ger,gār
English: ermine | German: Harm | Dutch: herm | Swedish: hermelin,hearma
English: hay | German: Heu | Dutch: hooi | Swedish: hö,hīeġ
English: young | German: jung | Dutch: jong | Swedish: ung,ġeong
English: stringe | German: streng | Dutch: streng | Swedish: sträng,strenġe
English: shalk | German: Schalk | Dutch: schalk | Swedish: skalk,sċealc
English: sward | German: Schwarte | Dutch: zwoerd | Swedish: svål,sweard
English: liver | German: Leber | Dutch: lever | Swedish: lever,lifer
English: rough | German: rau | Dutch: ruig,rūh
English: delve | German: delben | Dutch: delven,delfan
English: there | German: dar- | Dutch: daar | Swedish: där,þǣr
English: spill | German: kostspielig | Dutch: spillen | Swedish: spilla,spillan
English: batful | Dutch: baten | Swedish: båta,batian
English: mouse | German: Maus | Dutch: muis | Swedish: mus,mūs
English: apple | German: Appel | Dutch: appel,æppel
English: lout | Swedish: luta,lūtan
German: geschehen | Swedish: ske,sċēon
English: dust | German: Dust | Swedish: dust,dust
English: fore | German: vor | Dutch: voor | Swedish: före,fore
English: quinch | Dutch: kwinken,cwincan
English: rain | German: Regen | Dutch: regen | Swedish: regn,reġn
English: nift | German: Nichte | Dutch: nicht,nift
English: were | German: wären | Dutch: waren | Swedish: vore,wǣren
English: gole | German: geil | Dutch: geil | Swedish: gäl,gāl
English: tiver | German: Zauber | Dutch: toverij,tēafor
English: souther | Swedish: södre,sūþra
English: axle | German: Achsel | Dutch: oksel | Swedish: axel,eaxl
German: Igel | Dutch: egel | Swedish: igel,iġil
English: spean | Dutch: speen | Swedish: spene,*spana
English: kithe | German: künden | Dutch: konden | Swedish: kynna,cȳþan
English: shard | German: Scharte,sċeard
English: lath | German: Laden | Dutch: laede,*laþa
English: bait | German: beizen | Dutch: beten,bǣtan
English: wake | Swedish: vaken,wacan
English: hilt | Swedish: hjalt,hilt
English: weigh | German: wiegen | Dutch: wegen | Swedish: väga,wegan
English: grime | German: Grimasse | Dutch: grijm | Swedish: grimas,grīma
English: token | German: zeichnen | Swedish: teckna,tācnian
English: plack | German: Plagge | Dutch: plag | Swedish: plagg,*plæcca
English: heat | German: Heiße,hǣtu
English: boot | German: Buße | Dutch: boete | Swedish: bot,bōt
German: Geisel | Dutch: gijzel | Swedish: gisslan,ġīsel
English: dew | German: tauen | Dutch: dauwen | Swedish: dugga,*dēawian
English: gab | Dutch: gabben | Swedish: begabba,*gabbian
English: edge | German: Ecke | Dutch: egge | Swedish: egg,eċġ
English: tee | German: ziehen | Dutch: tijgen,tēon
English: evenly | Swedish: jämlik,efnlīċ
English: stink | German: stinken | Dutch: stinken | Swedish: stinka,stincan
English: hay | German: Hag,hæg
English: nit | German: Nisse | Dutch: neet,hnitu
German: erdrießen | Swedish: tryta,þrēotan
German: Geheiß | Dutch: geheet,ġehāt
English: wound | German: Wunde | Dutch: wond,wund
English: blea | German: blähen,*blǣan
English: yard | Dutch: gaard | Swedish: gård,ġeard
English: eel | German: Aal | Dutch: aal | Swedish: ål,ǣl
English: fee | German: Vieh | Dutch: vee | Swedish: fä,feoh
English: fold | Dutch: vaalt | Swedish: fålla,fald
Dutch: stadigen | Swedish: stadga,stediġian
English: hide | Dutch: huiden,hȳdan
Dutch: heug | Swedish: hug,hyġe
English: feed | Dutch: voeden | Swedish: föda,fēdan
German: Zucht | Dutch: tocht | Swedish: tukt,tyht
English: light | German: leicht | Dutch: licht | Swedish: lätt,lēoht
English: lock | German: Locke | Dutch: lok | Swedish: lock,locc
English: dwine | Dutch: dwijnen | Swedish: tvina,dwīnan
English: horn | German: Horn | Dutch: hoorn | Swedish: horn,horn
English: bouk | German: Bauch | Dutch: bok | Swedish: buk,būc
English: arrow | Swedish: Orvar,earh
German: Unde | Dutch: onde,ȳþ
English: eldest | German: ältesten | Swedish: äldst,ieldest
English: dow | German: taugen | Dutch: deugen | Swedish: duga,dugan
German: Schuld | Dutch: schuld | Swedish: skuld,sċyld
English: nail | German: Nagel | Dutch: nagel | Swedish: nagel,næġl
English: in | Swedish: inne,inne
German: Kanker | Swedish: kangro,*gangel
English: seal | German: Seel | Swedish: säl,seolh
English: stiff | German: steif | Dutch: stijf | Swedish: styv,stīf
English: saddle | German: satteln | Dutch: zadelen | Swedish: sadla,sadolian
English: ground | German: Grund | Dutch: grond | Swedish: grund,grund
English: earn | German: ernten,earnian
English: geld | German: Geld | Dutch: geld | Swedish: gäld,ġield
English: stud | German: Stud | Swedish: stöd,studu
English: tap | German: zapfen | Dutch: tappen | Swedish: tappa,tæppian
English: -se | German: -sen | Dutch: -zen | Swedish: -sa,-sian
German: Uchte | Dutch: ochtend | Swedish: otte,ūht
English: shed | German: scheiden | Dutch: scheiden | Swedish: skeda,sċēadan
English: wonderly | German: wunderlich | Dutch: wonderlijk | Swedish: underlig,wundorlīċ
English: barrow | German: Bere | Dutch: berrie | Swedish: bör,*bearwe
English: wither | German: wettern | Dutch: wederen | Swedish: vädra,wederian
English: whelp | German: Welpe | Dutch: welp | Swedish: valp,hwelp
English: thick | Dutch: dikken,þiccian
English: lush | German: lasch | Dutch: las,*lesċ
English: thief | German: Dieb | Dutch: dief | Swedish: tjuv,þēof
English: gale | German: golen | Swedish: gala,galan
German: senken | Dutch: *zenken | Swedish: sänka,sencan
English: corn house | German: Kornhaus,cornhūs
English: weapon | German: Wappen | Dutch: wapen | Swedish: vapen,wǣpn
German: Kebse | Dutch: kevis,ċiefes
English: goose | German: Gössel | Dutch: gans | Swedish: gås,gōs
English: brand | German: Brand | Dutch: brand | Swedish: brand,brand
English: bride | German: Braut | Dutch: bruid | Swedish: brud,brȳd
German: schwären | Dutch: zweren,swor
English: sinew | German: Sehne | Dutch: zenuw | Swedish: sena,sinu
English: sard | German: serten | Dutch: zeerden,seorþan
English: berisp | Dutch: berispen | Swedish: räfsa,refsan
English: richdom | German: Reichtum | Dutch: rijkdom | Swedish: rikedom,rīċedōm
English: west | Swedish: väster,west
English: rattle | German: rattern | Dutch: ratelen | Swedish: rata,hratian
English: stony | German: steinig | Dutch: stenig,stāniġ
English: lather | Swedish: lödder,lēaþor
English: blow | German: blau | Dutch: blauw | Swedish: blå,blāw
English: crank | German: krank | Dutch: krank | Swedish: krank,*cranc
English: hag | German: Hexe | Dutch: hagedis | Swedish: häxa,hæġtesse
Dutch: glijssen | Swedish: glisa,glīsian
English: daywork | German: Tagewerk | Dutch: dagwerk | Swedish: dagsverke,dæġweorc
English: eat | German: essen | Dutch: eten | Swedish: äta,etan
English: oven | German: Ofen | Dutch: oven | Swedish: ugn,ofn
English: health | German: Held | Dutch: held | Swedish: hjälte,hæle
English: malm | German: Malm | Dutch: malm | Swedish: malm,mealm
English: boil | German: Beule | Dutch: buil,bȳl
English: show | German: schauen | Dutch: schouwen,sċēawian
English: hasp | German: Haspe | Dutch: hasp | Swedish: hasp,hæpse
English: whole | German: hohl | Dutch: hol | Swedish: hål,hol
English: queal | German: quälen | Dutch: kwelen,cwelan
English: quack | German: quaken | Dutch: kwaken | Swedish: kvaka,cwacian
English: lay | Swedish: lag,lagu
English: go | German: gehen | Dutch: gaan | Swedish: gå,gān
German: Arbeit | Dutch: arbeid | Swedish: arbete,earfoþe
English: -ness | German: -nis | Dutch: -nis,-nes
English: ring | Dutch: ringen | Swedish: ringa,hrinġan
English: seek | German: suchen | Dutch: zoeken | Swedish: söka,sēċan
English: lade | German: laden | Dutch: laden | Swedish: ladda,hladan
English: free | German: freien | Dutch: vrijen | Swedish: fria,frīġan
English: ear | Swedish: ärja,erian
Dutch: doeg | Swedish: dygn,dōgor
English: timber | German: zimmern | Dutch: timmeren,timbran
English: -en | Swedish: -na,-nian
English: chagrin | German: gram | Dutch: gram | Swedish: gramse,gram
English: fodder | Swedish: fodra,*fōdrian
English: meed | German: Miete | Dutch: miede,mēd
English: moody | German: mutig | Dutch: moedig | Swedish: modig,mōdiġ
English: slit | German: schleißen | Dutch: slijten | Swedish: slita,slītan
English: east | Swedish: öster,ēast
English: heave | German: heben | Dutch: heffen | Swedish: häva,hebban
English: bode | Dutch: bod | Swedish: bud,bod
English: salt | German: Salz | Dutch: zout | Swedish: salt,sealt
Dutch: tortwevel | Swedish: tordyvel,tordwifel
English: knit | Dutch: knutten | Swedish: knyta,cnyttan
English: north | Dutch: noord | Swedish: norr,norþ
English: bloom | German: Blume | Dutch: bloem | Swedish: blomma,blōma
English: board | German: Bord | Dutch: bord | Swedish: bord,bord
English: many | German: mannig | Dutch: menig | Swedish: mången,maniġ
English: yard | German: Gart | Dutch: gard | Swedish: gadd,ġeard
German: träg | Dutch: traag,trāg
English: lathe | German: laden | Dutch: laden,laþian
English: lick | German: lecken | Dutch: likken,liccian
English: nip | German: nippen | Dutch: nippen,*hnippian
English: moot | Swedish: emot,*mōt
English: greedy | Dutch: graag | Swedish: grådig,grǣdiġ
English: yeet | German: -zen | Swedish: -ta,-ettan
English: beset | German: besetzen | Dutch: bezetten | Swedish: besätta,besettan
English: cripple | German: Krüppel | Dutch: kreupel | Swedish: krympling,crypel
German: taufen | Dutch: dopen | Swedish: döpa,dīepan
English: gnast | German: Gneist | Dutch: genster | Swedish: gnist,*gnāst
English: south | Swedish: söder,sūþ
English: bed | German: Bett | Dutch: bed | Swedish: bädd,bedd
Dutch: heugen | Swedish: hygga,hyċġan
English: ember | German: Eimer | Swedish: mörja,ǣmyrġe
English: teem | German: zäumen | Dutch: tomen,tēman
English: calve | German: kalben | Dutch: kalven | Swedish: kalva,ċealfian
English: rime | German: reimen | Dutch: rijmen,rīman
English: sing | German: singen | Dutch: zingen | Swedish: sjunga,singan
English: fast | Dutch: vesten | Swedish: fästa,fæstan
English: purse | Swedish: påse,pusa
English: grow | Dutch: groeien | Swedish: gro,grōwan
English: math | German: Mahd,mǣþ
English: crump | German: krumm | Dutch: krom,crump
English: thedish | German: Deutsch | Dutch: Diets | Swedish: tysk,þēodisc
English: loft | German: Luft | Dutch: lucht | Swedish: luft,lyft
German: Drusen | Dutch: droesem,drōsna
English: sea | German: See | Dutch: zee | Swedish: sjö,sǣ
English: mimmer | Dutch: mijmeren,mimorian
English: Vandal | Swedish: Vendel,Wendel
English: rout | Dutch: ruiten,hrūtan
English: end | German: Ende | Dutch: eind | Swedish: ände,ende
English: son | German: Sohn | Dutch: zoon | Swedish: son,sunu
English: deal | German: teilen | Dutch: delen | Swedish: dela,dǣlan
English: sie | German: seihen | Dutch: zien,sīon
English: sheer | Swedish: skär,sċǣre
English: rape | German: raffen | Dutch: rapen | Swedish: rappa,*hrapian
English: south | German: Süd | Dutch: zuid | Swedish: söder,sūþ
English: stool | German: Stuhl | Dutch: stoel | Swedish: stol,stōl
English: bow | German: biegen | Dutch: buigen | Swedish: buga,būgan
English: iron | German: Eisen | Dutch: ijzer | Swedish: jern,īsern
English: rear | German: rühren | Dutch: roeren | Swedish: röra,hrēran
English: grame | German: Gram,grama
English: onefold | German: einfältig | Dutch: eenvoud | Swedish: enfaldig,ānfeald
English: thorn | German: Dorn | Dutch: doren | Swedish: torn,þorn
English: low | German: lühen | Dutch: loeien,hlōwan
English: warlock | Swedish: låga,loga
